,Target,QID Combination,DiSCO Score
266,NPF,"('DENSITY', 'DEYE', 'RAC1P', 'SEX')",0.001
267,NPF,"('INDP_CAT', 'PWGTP', 'RAC1P', 'SEX')",0.0006
268,NPF,"('NOC', 'PWGTP', 'RAC1P', 'SEX')",0.0057
269,NPF,"('DPHY', 'PWGTP', 'RAC1P', 'SEX')",0.0004
270,NPF,"('POVPIP', 'PWGTP', 'RAC1P', 'SEX')",0.0011
271,NPF,"('HISP', 'PWGTP', 'RAC1P', 'SEX')",0.0002
272,NPF,"('MSP', 'PWGTP', 'RAC1P', 'SEX')",0.0017
273,NPF,"('HOUSING_TYPE', 'PWGTP', 'RAC1P', 'SEX')",0.005
274,NPF,"('OWN_RENT', 'PWGTP', 'RAC1P', 'SEX')",0.0033
275,NPF,"('EDU', 'PWGTP', 'RAC1P', 'SEX')",0.0015
276,NPF,"('INDP', 'PWGTP', 'RAC1P', 'SEX')",0.0
277,NPF,"('DREM', 'PWGTP', 'RAC1P', 'SEX')",0.0004
278,NPF,"('PINCP', 'PWGTP', 'RAC1P', 'SEX')",0.0003
279,NPF,"('PWGTP', 'RAC1P', 'SEX', 'WGTP')",0.0024
280,NPF,"('DVET', 'PWGTP', 'RAC1P', 'SEX')",0.0
281,NPF,"('DEAR', 'PWGTP', 'RAC1P', 'SEX')",0.0005
282,NPF,"('PINCP_DECILE', 'PWGTP', 'RAC1P', 'SEX')",0.0018
283,NPF,"('DEYE', 'PWGTP', 'RAC1P', 'SEX')",0.0003
284,NPF,"('INDP_CAT', 'NOC', 'RAC1P', 'SEX')",0.0065
285,NPF,"('DPHY', 'INDP_CAT', 'RAC1P', 'SEX')",0.0002
286,NPF,"('INDP_CAT', 'POVPIP', 'RAC1P', 'SEX')",0.0016
287,NPF,"('HISP', 'INDP_CAT', 'RAC1P', 'SEX')",0.001
288,NPF,"('INDP_CAT', 'MSP', 'RAC1P', 'SEX')",0.0016
289,NPF,"('HOUSING_TYPE', 'INDP_CAT', 'RAC1P', 'SEX')",0.0098
290,NPF,"('INDP_CAT', 'OWN_RENT', 'RAC1P', 'SEX')",0.0048
291,NPF,"('EDU', 'INDP_CAT', 'RAC1P', 'SEX')",0.0012
292,NPF,"('INDP', 'INDP_CAT', 'RAC1P', 'SEX')",0.0
293,NPF,"('DREM', 'INDP_CAT', 'RAC1P', 'SEX')",0.0004
294,NPF,"('INDP_CAT', 'PINCP', 'RAC1P', 'SEX')",0.0007
295,NPF,"('INDP_CAT', 'RAC1P', 'SEX', 'WGTP')",0.0065
296,NPF,"('DVET', 'INDP_CAT', 'RAC1P', 'SEX')",0.0001
297,NPF,"('DEAR', 'INDP_CAT', 'RAC1P', 'SEX')",0.0004
298,NPF,"('INDP_CAT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0037
299,NPF,"('DEYE', 'INDP_CAT', 'RAC1P', 'SEX')",0.0004
300,NPF,"('DPHY', 'NOC', 'RAC1P', 'SEX')",0.0112
301,NPF,"('NOC', 'POVPIP', 'RAC1P', 'SEX')",0.005
302,NPF,"('HISP', 'NOC', 'RAC1P', 'SEX')",0.0061
303,NPF,"('MSP', 'NOC', 'RAC1P', 'SEX')",0.0116
304,NPF,"('HOUSING_TYPE', 'NOC', 'RAC1P', 'SEX')",0.0038
305,NPF,"('NOC', 'OWN_RENT', 'RAC1P', 'SEX')",0.0039
306,NPF,"('EDU', 'NOC', 'RAC1P', 'SEX')",0.0357
307,NPF,"('INDP', 'NOC', 'RAC1P', 'SEX')",0.0005
308,NPF,"('DREM', 'NOC', 'RAC1P', 'SEX')",0.0081
309,NPF,"('NOC', 'PINCP', 'RAC1P', 'SEX')",0.0048
310,NPF,"('NOC', 'RAC1P', 'SEX', 'WGTP')",0.0069
311,NPF,"('DVET', 'NOC', 'RAC1P', 'SEX')",0.0027
312,NPF,"('DEAR', 'NOC', 'RAC1P', 'SEX')",0.0059
313,NPF,"('NOC', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0162
314,NPF,"('DEYE', 'NOC', 'RAC1P', 'SEX')",0.0054
315,NPF,"('DPHY', 'POVPIP', 'RAC1P', 'SEX')",0.0008
316,NPF,"('DPHY', 'HISP', 'RAC1P', 'SEX')",0.0003
317,NPF,"('DPHY', 'MSP', 'RAC1P', 'SEX')",0.0012
318,NPF,"('DPHY', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.01
319,NPF,"('DPHY', 'OWN_RENT', 'RAC1P', 'SEX')",0.0035
320,NPF,"('DPHY', 'EDU', 'RAC1P', 'SEX')",0.0011
321,NPF,"('DPHY', 'INDP', 'RAC1P', 'SEX')",0.0
322,NPF,"('DPHY', 'DREM', 'RAC1P', 'SEX')",0.0003
323,NPF,"('DPHY', 'PINCP', 'RAC1P', 'SEX')",0.0001
324,NPF,"('DPHY', 'RAC1P', 'SEX', 'WGTP')",0.0043
325,NPF,"('DPHY', 'DVET', 'RAC1P', 'SEX')",0.0
326,NPF,"('DEAR', 'DPHY', 'RAC1P', 'SEX')",0.0002
327,NPF,"('DPHY', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0007
328,NPF,"('DEYE', 'DPHY', 'RAC1P', 'SEX')",0.0
329,NPF,"('HISP', 'POVPIP', 'RAC1P', 'SEX')",0.0009
330,NPF,"('MSP', 'POVPIP', 'RAC1P', 'SEX')",0.0032
331,NPF,"('HOUSING_TYPE', 'POVPIP', 'RAC1P', 'SEX')",0.0033
332,NPF,"('OWN_RENT', 'POVPIP', 'RAC1P', 'SEX')",0.0023
333,NPF,"('EDU', 'POVPIP', 'RAC1P', 'SEX')",0.004
334,NPF,"('INDP', 'POVPIP', 'RAC1P', 'SEX')",0.0003
