,Target,QID Combination,DiSCO Score
81,OWN_RENT,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0011
82,OWN_RENT,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0001
83,OWN_RENT,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0014
84,AGEP,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0005
85,AGEP,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.0004
86,AGEP,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.0006
87,AGEP,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0006
88,AGEP,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.0
89,AGEP,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.0001
90,AGEP,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0003
91,AGEP,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0008
92,AGEP,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0004
93,AGEP,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0003
94,AGEP,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0001
95,AGEP,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0011
96,AGEP,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.0008
97,AGEP,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0001
98,AGEP,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.0002
99,AGEP,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
100,AGEP,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0001
101,AGEP,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0001
102,AGEP,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0005
103,AGEP,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0004
104,AGEP,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0002
105,HOUSING_TYPE,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.7532
106,HOUSING_TYPE,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.5899
107,HOUSING_TYPE,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.5871
108,HOUSING_TYPE,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.7478
109,HOUSING_TYPE,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.4376
110,HOUSING_TYPE,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.4424
111,HOUSING_TYPE,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.5975
112,HOUSING_TYPE,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.5969
113,HOUSING_TYPE,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.7174
114,HOUSING_TYPE,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.4894
115,HOUSING_TYPE,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.4921
116,HOUSING_TYPE,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.4256
117,HOUSING_TYPE,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.6486
118,HOUSING_TYPE,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.2641
119,HOUSING_TYPE,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.2709
120,HOUSING_TYPE,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.6877
121,HOUSING_TYPE,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0898
122,HOUSING_TYPE,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0996
123,HOUSING_TYPE,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.5505
124,HOUSING_TYPE,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.5554
125,HOUSING_TYPE,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0676
126,DVET,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.4753
127,DVET,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.2984
128,DVET,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.2908
129,DVET,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.5791
130,DVET,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.2021
131,DVET,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.2012
132,DVET,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.3319
133,DVET,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.3197
134,DVET,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.5961
135,DVET,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.2159
136,DVET,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.2186
137,DVET,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.2756
138,DVET,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.4511
139,DVET,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.2439
140,DVET,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.2171
141,DVET,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.423
142,DVET,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.037
143,DVET,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.1084
144,DVET,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.3262
145,DVET,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.3664
146,DVET,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0709
147,DEYE,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.3404
148,DEYE,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.1804
149,DEYE,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.192
150,DEYE,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.4219
151,DEYE,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.1228
152,DEYE,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.1018
153,DEYE,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.1934
154,DEYE,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.2374
155,DEYE,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.4439
156,DEYE,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.1652
157,DEYE,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.1561
158,DEYE,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.2104
159,DEYE,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.2615
160,DEYE,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.2012
161,DEYE,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.1668
162,DEYE,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.2738
163,DEYE,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0032
164,DEYE,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0489
165,DEYE,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.1937
166,DEYE,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.2003
167,DEYE,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0689
